slug,nome,final_url,provider,confianca,sinal,cache_used
,TATIANA PAULA ZANI DE SOUZA,https://www.liderleiloes.com.br/,suporte_leiloes,medium,link:suporteleiloes.com.br,static
,MARIA APARECIDA DE FREITAS FUZO,https://www.leiloescentrooeste.com.br/,leiloes_judiciais_br,high,leiloesjudiciaisbrasil/cesvibrasil,static
,ANTÔNIO CARLOS FAUTH,https://fauthleiloes.com.br/,wordpress,medium,stack=WordPress,static
,CAROLINE DE SOUSA RIBAS,https://www.liderleiloes.com.br/,suporte_leiloes,medium,link:suporteleiloes.com.br,static
,Irani Flores,https://www.leilaobrasil.com.br/,suporte_leiloes,medium,link:suporteleiloes.com.br,static
,BRUNO DUARTE ARAÚJO DOS SANTOS,https://www.oaleiloes.com.br/,plataforma_leiloar,high,plataformaleiloar.com.br,static
,ANTONIO ALEXANDRE RAOTA,https://www.raotaleiloes.com.br/1/1/,degrau_publicidade,medium,link:degraupublicidade.com.br,static
,RENNAN DE SOUZA MENEGON,https://www.melhorleiloes.com.br/,suporte_leiloes,medium,link:suporteleiloes.com.br,static
,TATIANA PAULA ZANI DE SOUSA,https://www.liderleiloes.com.br/,suporte_leiloes,medium,link:suporteleiloes.com.br,static
,Murilo Paes Lopes Lourenço,https://www.leilaobrasil.com.br/,suporte_leiloes,medium,link:suporteleiloes.com.br,static
,JEAN MIGUEL CORRÊA,https://www.casaforteleiloes.com.br/,suporte_leiloes,medium,link:suporteleiloes.com.br,static
,MARIA APARECIDA DE FREITAR FUZO,https://www.leiloescentrooeste.com.br/,leiloes_judiciais_br,high,leiloesjudiciaisbrasil/cesvibrasil,static
,RODRIGO APARECIDO RIGOLON DA SILVA,https://www.rigolonleiloes.com.br/,leiloes_judiciais_br,high,leiloesjudiciaisbrasil/cesvibrasil,static
,JOSE LAZARO RIBEIRO MENEZES JUNIOR,https://www.santamarialeiloes.com.br/,leilao_pro,high,meta_author=Leilão Pro,static
,Rogério Lopes Ferreira,https://www.palaciodosleiloes.com.br/site/,palacio_dos_leiloes,high,host=www.palaciodosleiloes.com.br,static
,DORA PLAT,https://www.portalzuk.com.br/,portalzuk,high,spider-específico:portalzuk,static
,BRUNO HENRIQUE LOPES,https://www.brunoleiloes.com.br/,leiloes_judiciais_br,high,leiloesjudiciaisbrasil/cesvibrasil,static
,GUSTAVO TURANI,https://www.turanileiloes.com.br/,proprio_html,low,stack=jquery; bootstrap,static
,DANIEL OLIVEIRA JUNIOR,https://doleiloes.com.br/,leiloes_judiciais_br,high,leiloesjudiciaisbrasil/cesvibrasil,static
andderson-lopes-de-paula,ANDERSON LOPES DE PAULA,https://www.e-leiloeiro.leilao.br/,leilao_br,high,host=www.e-leiloeiro.leilao.br,static
,ANDRESSA SEDREZ TERRES TONIAL FERREIRA,https://www.tonialleiloes.com.br/,leilao_pro,high,meta_author=Leilão Pro,static
,Victor Oliveira Dorta,https://www.victordortaleiloes.com.br/,soleon,high,meta_author=SOLEON,static
,FÁBIO MANOEL GUIMARÍES,https://www.fabioleiloes.com.br/,leiloes_judiciais_br,high,leiloesjudiciaisbrasil/cesvibrasil,static
,DANIEL COSTA MÜLLER,https://www.mullerleiloes.com.br/,soleon,high,meta_author=SOLEON,static
,EDUARDO SCHMITZ,https://www.clicleiloes.com.br/,soleon,high,meta_author=SOLEON,static
Leiloeira_marilaine,MARILAINE BORGES DE PAULA,https://www.confiancaleiloes.leilao.br/,leilao_br,high,host=www.confiancaleiloes.leilao.br,static
,ANDRÉ BAZACAS VELHO,https://www.leilaobutia.com.br/,leilao_pro,high,meta_author=Leilão Pro,static
,LUCIANO GONÇALVES BORBA ASSUNÇÍO,https://www.leiloeirosdebrasilia.com.br/,soleon,high,meta_author=SOLEON,static
,CLECI AMABILE LEVY ZAGO,https://www.zagoleiloes.com.br/,soleon,high,meta_author=SOLEON,static
,ALEXSANDRO PEREIRA,https://www.alexsandroleiloes.com.br/,proprio_html,low,stack=jquery; bootstrap,static
,DIOGO MATTOS DIAS MARTINS,https://www.inovaleilao.com.br/,proprio_html,low,stack=jquery; bootstrap,static
,ORLANDO ARAÚJO DOS SANTOS,https://www.oaleiloes.com.br/,plataforma_leiloar,high,plataformaleiloar.com.br,static
,ÁLVARO MARQUES TEIXEIRA,https://www.amtleiloes.com.br/,leilao_pro,high,meta_author=Leilão Pro,static
,LUIZ UBIRATÍ DE CARVALHO,https://www.luizleiloes.com.br/,softgt,high,link:softgt.com.br,static
,CELSO LUIS KOCH LAZZARI,http://www.agenciadeleiloes.lel.br/,s4b_digital,high,s4bdigital.net,static
,Lucas Kury Dias Martins,https://www.inovaleilao.com.br/,proprio_html,low,stack=jquery; bootstrap,static
,ALEXANDRE RECH,https://www.rechleiloes.com.br/,soleon,high,meta_author=SOLEON,static
,ADRIANO CARLOS OLIVEIRA SILVA,https://www.adringleiloes.com.br/externo/,adring_leiloes,high,spider-específico:adring_leiloes,static
,Renan Souza Silva,https://www.silvaleiloes.com.br/proximos_leiloes/1/1/,degrau_publicidade,medium,link:degraupublicidade.com.br,static
vicente-alves-pereira-neto,VICENTE ALVES PEREIRA NETO,https://www.agencialeilao.com.br/,soleon,high,meta_author=SOLEON,static
,Anderson Luchtenberg,https://www.goldenbrazilleiloes.com.br/,leilao_pro,high,meta_author=Leilão Pro,static
,SILVIA HELENA BALBINO BARROS PALMA,https://leilo.com.br/,proprio_html,low,stack=vue; jquery; bootstrap,static
,ANTONIO HISSAO SATO JUNIOR,https://satoleiloes.com.br/,desconhecido,n/a,no rule matched,static
joao-rodrigues-de-camargo-junior,João Rodrigues de Camargo Junior,https://www.camargoleiloes.com.br/proximos_leiloes/1/1/,degrau_publicidade,medium,link:degraupublicidade.com.br,static
,Antônio Carlos Celso Santos Frazão,https://www.sfrazao.com.br/,sishp,high,path=/sishp/,static
,OZIAS PEREIRA TAVARES,https://www.parquedosleiloes.com.br/,desconhecido,n/a,no rule matched,static
,ANA MARIA DAL'AQUA PAZ,http://www.dalaqualeiloes.com.br/,suporte_leiloes,medium,link:suporteleiloes.com.br,static
,Luciano Resende Rodrigues,https://www.lancecertoleiloes.com.br/,proprio_html,low,stack=jquery; bootstrap,static
,ALESSANDRO FAHRION PINTO,https://www.regionalleiloes.com.br/,leilao_pro,high,meta_author=Leilão Pro,static
,ENO LOUREIRO DE MENEZES,https://www.blm.leilao.br/,leilao_br,high,host=www.blm.leilao.br,static
,FERNANDO PELLONI BARROS DA SILVEINA,https://www.casaamarelaleiloes.net.br/,leiloesbr,high,link:leiloesbr.com.br,static
,Bruno Pimentel Rosa,https://lancevip.com.br/,suporte_leiloes,medium,link:suporteleiloes.com.br,static
,ALEXANDRE WEYH,https://www.awleiloes.com.br/,leiloesbr,high,link:leiloesbr.com.br,static
,Cassiano Ricardo Dall Ago e Silva,https://www.cassianoleiloes.com.br/,soleon,high,meta_author=SOLEON,static
,SEBASTIÍO FELIX DA COSTA NETO,https://costanetoleiloeiro.com.br/,bomvalor,high,bomvalor.com.br,static
,EUCÉLIA MADALENA DE SOUZA,https://www.upleiloes.com.br/externo/,plataforma_leiloar,high,plataformaleiloar.com.br,static
,ADEMIR MIGUEL CORRÊA,http://ww17.correleiloes.com.br/,parked_ww17,medium,host=ww17.* + html<5KB,static
,Guilherme Caixeta Borges,https://www.milhaoleiloes.com.br/proximos_leiloes/1/1/,degrau_publicidade,medium,link:degraupublicidade.com.br,static
,Victor Alberto Severino Frazão,https://www.sfrazao.com.br/,sishp,high,path=/sishp/,static
,ANA LÚCIA BORBA ASSUNÇÍO,https://www.leiloeirosdebrasilia.com.br/,soleon,high,meta_author=SOLEON,static
,Icaro Alexandre Felfili Jardim,https://globoleiloes.com.br/,desconhecido,n/a,no rule matched,static
,CARLOS AUGUSTO RIBEIRO LIMA,https://www.infinityleiloes.com.br/,soleon,high,meta_author=SOLEON,static
patricia-pimentel-grocoski-costa,Patricia Pimentel Grocoski Costa,https://www.pimentelleiloes.com.br/,soleon,high,meta_author=SOLEON,static
,LUIZ EDUARDO GOMES:,https://www.casamartillo.com.br/,soleon,high,meta_author=SOLEON,static
,UNO PIMENTEL ROSA,https://lancevip.com.br/,suporte_leiloes,medium,link:suporteleiloes.com.br,static
,PAULO ALEXANDRE HEISLER,https://www.bidgo.com.br/,leilao_pro,high,meta_author=Leilão Pro,static
,LUCIANO GONÇALVES BORBA ASSUNÇÃO,https://www.leiloeirosdebrasilia.com.br/,soleon,high,meta_author=SOLEON,static
rafael-brambila-peixoto,RAFAEL BRAMBILA PEIXOTO,https://www.peixotoleiloes.com.br/proximos_leiloes/1/1/,degrau_publicidade,medium,link:degraupublicidade.com.br,static
,Lucas Andreatta de Oliveir,https://leiloariasmart.com.br/,desconhecido,n/a,no rule matched,static
,JORGE VINÍCIUS DE MOURA CORRÊA:,https://www.casamartillo.com.br/,soleon,high,meta_author=SOLEON,static
,Luiz Balbino da Silva,https://balbinoleiloes.com.br/,desconhecido,n/a,no rule matched,static
,Guilherme E. Stutz Toporoski,https://topoleiloes.com.br/,leilotech,high,leilotech.com.br,static
,MOACIRA TEGONI GOEDERT,https://www.moacira.lel.br/,plataforma_leiloar,high,plataformaleiloar.com.br,static
,MAURÍCIO GEHM,https://www.mgleiloes-rs.com.br/,soleon,high,meta_author=SOLEON,static
,FERNANDO RODRIGUES BENVENHO:,https://www.casamartillo.com.br/,soleon,high,meta_author=SOLEON,static
,Mariana Gouvêa Lessa&nbsp;,https://www.vipleiloes.com.br/,proprio_html,low,stack=jquery; bootstrap,static
,Guilherme A. Scarpari De Lucca,https://www.deluccaleiloes.com.br/,leilao_pro,high,meta_author=Leilão Pro,static
,Ely Da Luz Ramos,https://www.elydaluzramos.com.br/,suporte_leiloes,medium,link:suporteleiloes.com.br,static
,WILLIAM MENDES KIRINUS,https://www.leomarkirinusleiloes.com.br/,leilao_pro,high,meta_author=Leilão Pro,static
,JUSSIARA SANTOS ERMANO SUKIENNIK,https://www.jussiaraleiloes.com/externo/,plataforma_leiloar,high,plataformaleiloar.com.br,static
fabio-marlon-machado,Fábio Marlon Machado,https://www.machadoleiloeiro.com.br/,soleon,high,meta_author=SOLEON,static
,FABIO PRANDO FAGUNDES GOES,https://www.casamartillo.com.br/,soleon,high,meta_author=SOLEON,static
,Ricardo Ferreira Gomes,https://www.ricardogomesleiloes.com.br/,suporte_leiloes,medium,link:suporteleiloes.com.br,static
,VALDOMIRO BIS,https://www.bisleiloeiro.com.br/,leilao_pro,high,meta_author=Leilão Pro,static
,César Luis Moresco,https://www.morescoleiloes.com.br/,leilao_pro,high,meta_author=Leilão Pro,static
,Vinícius Vidal Lacerda,https://www.vlleiloes.com.br/,suporte_leiloes,medium,link:suporteleiloes.com.br,static
,GIAN ROBERTO CAGNI BRAGGIO,https://www.parquedosleiloes.com.br/,desconhecido,n/a,no rule matched,static
,IRANI FLORES,https://www.casamartillo.com.br/,soleon,high,meta_author=SOLEON,static
luiz-tenorio-de-paula,Luiz Tenório De Paula,https://www.depaulaonline.com.br/,suporte_leiloes,medium,link:suporteleiloes.com.br,static
,Marciano Mauro Pagliarini,https://www.eckertleiloes.com.br/?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=endDate:asc,s4b_digital,high,s4bdigital.net,static
,ADRIANO DE SOUZA CARDOSO,https://www.capitalleiloes.com.br/,proprio_html,low,stack=jquery,static
,Tarcílio Leite,https://www.casadeleiloes.com.br/,casa_de_leiloes,high,spider-específico:casa_de_leiloes,static
,RODRIGO APARECIDO RIGOLON DA SILVA,https://www.casamartillo.com.br/,soleon,high,meta_author=SOLEON,static
,BRUNO FERNANDO MEIRELES CARDOSO,https://www.meirelesleiloes.com.br/,leiloes_judiciais_br,high,leiloesjudiciaisbrasil/cesvibrasil,static
,BRUNO HENRIQUE DOS SANTOS,https://www.nsleiloes.leilao.br/,leilao_br,high,host=www.nsleiloes.leilao.br,static
,Jamile Santana Cerqueira,https://www.ccjleiloes.com.br/,soleon,high,meta_author=SOLEON,static
,José Gonçalves Abrantes Filho,https://abrantesleiloes.com/,leilotech,high,leilotech.com.br,static
,Renato Guedes Rocha,https://www.rioleiloes.com.br/,leiloes_judiciais_br,high,leiloesjudiciaisbrasil/cesvibrasil,static
,Teófilo Santos de Jesus,https://www.centraldosleiloes.com.br/,soleon,high,meta_author=SOLEON,static
,Gabriel Fardin Pereira,https://www.vixleiloes.com.br/,suporte_leiloes,medium,link:suporteleiloes.com.br,static
,EDUARDO SCHMITZ,https://www.casamartillo.com.br/,soleon,high,meta_author=SOLEON,static
,PAULO HENRIQUE DE ALMEIDA TOLENTINO,https://paulotolentino.com.br/,bomvalor,high,bomvalor.com.br,static
,ANDRE GUSTAVO BOUÇAS IGNÁCIO,https://www.brasilialeiloes.com.br/externo/,plataforma_leiloar,high,plataformaleiloar.com.br,static
,William Wellington Pimenta,https://www.williamleiloeiro.com.br/externo/,plataforma_leiloar,high,plataformaleiloar.com.br,static
,ARTHUR FERREIRA DE OLIVEIRA,https://www.casamartillo.com.br/,soleon,high,meta_author=SOLEON,static
,DENISE ARAÚJO DOS SANTOS,https://dearaujoleiloes.com.br/externo/,proprio_html,low,stack=jquery; bootstrap,static
,OTAVIO LAURO SODRE SANTORO,https://www.sodresantoro.com.br/,sodre_santoro,high,sodresantoro,static
,Wellington de Matos Silva,https://www.pwleiloes.com.br/proximos_leiloes/1/1/,degrau_publicidade,medium,link:degraupublicidade.com.br,static
,BRENO LOUREIRO DE MENEZES,https://www.blm.leilao.br/,leilao_br,high,host=www.blm.leilao.br,static
,FERNANDO CÉZAR TOBIAS DA SILVA,https://www.dfleiloes.com.br/externo/,plataforma_leiloar,high,plataformaleiloar.com.br,static
kleiber-leite-pereira-junior,Kleiber Leite Pereira Junior,https://www.kleiberjrleiloes.com.br/,suporte_leiloes,medium,link:suporteleiloes.com.br,static
,ANDERSON LOPES DE PAULA,https://www.e-leiloeiro.leilao.br/,leilao_br,high,host=www.e-leiloeiro.leilao.br,static
,Giovana Norma Bólico ( MATRÍCULA SUPLEMENTAR),https://www.casamartillo.com.br/,soleon,high,meta_author=SOLEON,static
,SAMI RAICHER,https://www.raicherleiloes.com.br/,soleon,high,meta_author=SOLEON,static
,Viviane Garzon Corrêa,https://www.bolsadeleiloes.com.br/,plataforma_leiloar,high,plataformaleiloar.com.br,static
,ALEX FONSECA LOTTERMANN,https://www.lottermannleiloes.com.br/,leilao_pro,high,meta_author=Leilão Pro,static
luzinete-mussa-de-moraes-pereira,Luzinete Mussa de Moraes Pereira,https://www.lumussaleiloes.com.br/,suporte_leiloes,medium,link:suporteleiloes.com.br,static
,MARCO TULIO MONTENEGRO CAVALCANTI DIAS,https://www.casamartillo.com.br/,soleon,high,meta_author=SOLEON,static
,Paulo Cezar Rocha Texeira,https://www.leiloesjudiciaisbahia.com.br/,leiloes_judiciais_br,high,leiloesjudiciaisbrasil/cesvibrasil,static
,Vítor Calab Nunes,https://www.vitorcalableiloeiro.com.br/,desconhecido,n/a,no rule matched,static
,EDMAR OLIVEIRA ANDRADE NETO,https://www.agleiloes.com.br/proximos_leiloes/1/1/,degrau_publicidade,medium,link:degraupublicidade.com.br,static
,MARCO GEOVANNE TOBIAS DA SILVA,https://www.bsbleiloes.com.br/,leilao_pro,high,meta_author=Leilão Pro,static
,FERNANDO GONÇALVES COSTA,https://multleiloes.com/,bomvalor,high,bomvalor.com.br,static
,WESLEY OLIVEIRA ASCANIO,https://www.casamartillo.com.br/,soleon,high,meta_author=SOLEON,static
alvaro-antonio-mussa-pereira,Álvaro Antonio Mussa Pereira,https://www.alvaroantonioleiloes.com.br/,suporte_leiloes,medium,link:suporteleiloes.com.br,static
,FERNANDO GUSTAVO ALENCAR DE ALBUQUERQUE LINS,http://www.albuquerquelins.com.br/,proprio_html,low,stack=jquery; bootstrap,static
,DAGMAR CONCEICAO DE SOUZA FLORES,https://www.leilaobrasil.com.br/,suporte_leiloes,medium,link:suporteleiloes.com.br,static
,THAIS SILVA MOREIRA DE SOUSA,https://www.tmleiloes.com.br/,soleon,high,meta_author=SOLEON,static
,ANTONIO CARLOS CELSO SANTOS FRAZAO,https://www.sfrazao.com.br/,sishp,high,path=/sishp/,static
kleiber-leite-pereira,Kleiber Leite Pereira,https://www.kleiberleiloes.com.br/,suporte_leiloes,medium,link:suporteleiloes.com.br,static
,ROBERTA CRISTINA REZENDE DE ALBUQUERQUE,https://www.casamartillo.com.br/,soleon,high,meta_author=SOLEON,static
,SEBASTIÃO FELIX DA COSTA NETO,https://costanetoleiloeiro.com.br/,bomvalor,high,bomvalor.com.br,static
,GUSTAVO BOLZAN,https://www.gbleiloes.com.br/?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=endDate:asc,s4b_digital,high,s4bdigital.net,static
,ANA LÚCIA BORBA ASSUNÇÃO,https://www.leiloeirosdebrasilia.com.br/,soleon,high,meta_author=SOLEON,static
vera-maria-aguiar-de-sousa,Vera Maria Aguiar de Sousa,https://www.leiloesaguiar.com.br/,soleon,high,meta_author=SOLEON,static
,Thaís Costa Bastos Teixeira,https://www.leiloesjudiciaismg.com.br/,leiloes_judiciais_br,high,leiloesjudiciaisbrasil/cesvibrasil,static
,MAYSALA SOARES DE SOUZA PEIXOTO,https://www.casamartillo.com.br/,soleon,high,meta_author=SOLEON,static
,ENNO DE FIGUEIREDO PORTO,https://www.portoleiloes.com.br/,suporte_leiloes,medium,link:suporteleiloes.com.br,static
,Rodrigo de Oliveira Lopes,https://www.leiloesuberlandia.com.br/externo/,plataforma_leiloar,high,plataformaleiloar.com.br,static
,Bruno Barreto Sanches,https://www.barretoleiloes.com.br/?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=endDate:asc,s4b_digital,high,s4bdigital.net,static
,VILMAR BERTONCELLO,https://www.agenciadeleiloes.lel.br/?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=endDate:asc,s4b_digital,high,s4bdigital.net,static
adilson-bento-de-araujo,Adilson Bento de Araújo,https://www.abaleiloes.com.br/,suporte_leiloes,medium,link:suporteleiloes.com.br,dynamic
,ULISSES DONIZETE RAMOS,https://www.casamartillo.com.br/,soleon,high,meta_author=SOLEON,static
,AYRTON DE SOUZA PORTO FILHO,https://www.emleilao.com.br/,suporte_leiloes,medium,link:suporteleiloes.com.br,static
,Rafael Araújo Gomes,https://www.rafaelleiloeiro.com.br/,suporte_leiloes,medium,link:suporteleiloes.com.br,static
,Vinicius Santos Ciriaco,https://www.vincileiloes.com.br/externo/,proprio_html,low,stack=jquery; bootstrap,static
,VOLNEI ZACCARIAS,https://www.zaccariasleiloes.com.br/,leilao_pro,high,meta_author=Leilão Pro,static
vera-lucia-aguiar-de-sousa,Vera Lúcia Aguiar de Sousa,https://www.leiloesaguiar.com.br/,soleon,high,meta_author=SOLEON,static
,SÉRGIO DE PAULA PEREIRA,https://www.esleiloes.com.br/,suporte_leiloes,medium,link:suporteleiloes.com.br,static
,VERÔNICA TELLES ARAÚJO SILVA SOARES,https://www.veronicaleiloes.com.br/,leilao_pro,high,meta_author=Leilão Pro,static
,Priscilla Lopes Ribeiro Ferreira,https://www.ferreiraleiloes.com.br/,soleon,high,meta_author=SOLEON,static
,João Gabriel da Silva e Oliveira,https://www.marcaleiloes.com.br/,suporte_leiloes,medium,link:suporteleiloes.com.br,static
,FLAVIO DUARTE CERULI,https://www.gfleiloes.com.br/proximos_leiloes/1/1/,degrau_publicidade,medium,link:degraupublicidade.com.br,static
josecelli-kildare-fraga-gomes,Josecelli Kildare Fraga Gomes,https://www.kildareleiloes.com.br/,soleon,high,meta_author=SOLEON,static
,DORA PLAT,https://www.gfleiloes.com.br/proximos_leiloes/1/1/,degrau_publicidade,medium,link:degraupublicidade.com.br,static
,DJANIR DA RÓS,https://www.darosleiloes.com.br/,suporte_leiloes,medium,link:suporteleiloes.com.br,static
,Carlos Henrique Barbosa,https://www.chbarbosaleiloes.com.br/proximos_leiloes/1/1/,degrau_publicidade,medium,link:degraupublicidade.com.br,static
,Paulo César Agostinho,https://www.agostinholeiloes.com.br/,soleon,high,meta_author=SOLEON,static
,TIAGO BRUNELLI DE MORAES,https://www.moraesleiloes.com.br/,soleon,high,meta_author=SOLEON,static
,DIEGO WOLF DE OLIVEIRA,https://www.gfleiloes.com.br/proximos_leiloes/1/1/,degrau_publicidade,medium,link:degraupublicidade.com.br,static
,Vanderlia de Assis Carvalho Freitas,https://globoleiloes.com.br/,desconhecido,n/a,no rule matched,static
,VALDINEI GENEROSO SILVEIRA,https://www.vsleiloes.com/,leilao_pro,high,meta_author=Leilão Pro,static
,Patricia Graciele de Andrade Sousa,https://www.pwleiloes.com.br/proximos_leiloes/1/1/,degrau_publicidade,medium,link:degraupublicidade.com.br,static
,Joabe Balbino da Silva,https://balbinoleiloes.com.br/,desconhecido,n/a,no rule matched,static
,TELMO ARMANDO MORALES NETO,https://www.lucianleiloes.com.br/,lucian_leiloes,high,spider-específico:lucian_leiloes,static
,EDUARDO CONSENTINO,https://www.biasileiloes.com.br/,biasi_leiloes,high,spider-específico:biasi_leiloes,static
,Thiago Luis Stefanelli Campos,https://www.stefanellileiloes.com.br/,suporte_leiloes,medium,link:suporteleiloes.com.br,static
,Giovano Ávila Alves,https://www.soleiloes.com.br/,leilao_pro,high,meta_author=Leilão Pro,static
,ERICK SOARES TELES,https://www.teza.com.br/1/1/,degrau_publicidade,medium,link:degraupublicidade.com.br,static
,Mozar Miranda Almeida,http://ww17.mozarleiloeseimoveis.com.br/,parked_ww17,medium,host=ww17.* + html<5KB,static
,Rafael Ceretta Alegranzzi,https://www.renovarleiloes.com.br/,leilao_pro,high,meta_author=Leilão Pro,static
,Caixa Econômica Federal,https://venda-imoveis.caixa.gov.br/sistema/busca-imovel.asp,caixa,high,official_portal,static
,Banco do Brasil,https://www.seuimovelbb.com.br/,banco_brasil,high,official_portal,static
,Bradesco,https://vitrinebradesco.com.br/,bradesco,high,official_portal,static
,Santander,https://www.santanderimoveis.com.br/,santander,high,official_portal,static
,Stella Araújo Zanatta,https://www.leiloesrn.com.br/,soleon,high,meta_author=SOLEON,static
,LUCIANO GONÇALVES BORBA ASSUNÇÃO,https://leiloeirosdebrasilia.com.br/,soleon,high,meta_author=SOLEON,static
,PAULO DE OLIVEIRA AZEVEDO,https://lkleiloes.com.br/,soleon,high,meta_author=SOLEON,static
,Maurício Paes Inácio,https://hastaleiloes.com.br/,soleon,high,meta_author=SOLEON,static
,JULIO ABDO COSTA CALIL,https://calilleiloes.com.br/,soleon,high,meta_author=SOLEON,static
,WILKERSON MACHADO DOS SANTOS,https://machadoleiloes.com.br/,soleon,high,meta_author=SOLEON,static
,JOÃO EMILIO DE OLIVEIRA FILHO,https://joaoemilio.com.br/,soleon,high,meta_author=SOLEON,static
,Cristiane de Almeida Rabelo Gói,https://argleiloes.com.br/,soleon,high,meta_author=SOLEON,static
,José Sergio Della Giustina,https://macedoleiloes.com.br/,soleon,high,meta_author=SOLEON,static
,CARLOS PINNA DA CONCEIÇÃO,https://cpkleiloes.com.br/,leilao_pro,high,meta_author=Leilão Pro,static
,MANOEL LUIZ NEVES VELHO,https://leilaobutia.com.br/,leilao_pro,high,meta_author=Leilão Pro,static
,Marinilce Viana Quadrado,https://quadradoleiloes.com.br/,soleon,high,meta_author=SOLEON,static
,Danyele Lima Cavalcanti Lira,https://danyliraleiloes.com.br/,soleon,high,meta_author=SOLEON,static
,GEORGE HENRIQUE RIBEIRO BENOZZ,https://benozzati.com.br/,soleon,high,meta_author=SOLEON,static
,Maria Isabel Brito Mendes Palmeira,https://isabelleiloes.com.br/,soleon,high,meta_author=SOLEON,static
,SILVIO CESAR DE JESUS SANTOS,https://editalleiloes.com.br/,soleon,high,meta_author=SOLEON,static
,MIYUKI NAKAGUCHI,https://arenaleilao.com.br/,soleon,high,meta_author=SOLEON,static
,MAURICIO GOMES LEITEIRO,https://glleiloes.com.br/,soleon,high,meta_author=SOLEON,static
,LUIS ALEXANDRE ANDRADE,https://andradeleiloes.com.br/,soleon,high,meta_author=SOLEON,static
,LIGIA SEIXAS,https://bidmax.com.br/,soleon,high,meta_author=SOLEON,static
,EDERSON HARRIS,https://simleiloes.com.br/,leiloes_judiciais_br,high,leiloesjudiciaisbrasil/cesvibrasil,static
,Susan Andrielli Da Silva,https://superaleiloes.com.br/,leiloes_judiciais_br,high,leiloesjudiciaisbrasil/cesvibrasil,static
,GILSON KENITI INUMARU,https://gilsonleiloes.com.br/,leiloes_judiciais_br,high,leiloesjudiciaisbrasil/cesvibrasil,static
,Aécio Reis Pedrosa,https://alessandroteixeiraleiloes.com.br/,leiloes_judiciais_br,high,leiloesjudiciaisbrasil/cesvibrasil,static
,THAÍS COSTA BASTOS TEIXEIRA,https://thaisteixeiraleiloes.com.br/,leiloes_judiciais_br,high,leiloesjudiciaisbrasil/cesvibrasil,static
,Everton Dias Medeiros,https://diasleiloes.com.br/,leiloes_judiciais_br,high,leiloesjudiciaisbrasil/cesvibrasil,static
,Cecilia Delzeir Sobrinho,https://ceciliadelzeirleiloes.com.br/,leilao_pro,high,meta_author=Leilão Pro,static
,RAFAEL RAMOS COUTINHO,https://rafaelcoutinho.lel.br/,leilao_pro,high,meta_author=Leilão Pro,static
,SOLANGE FIORAVANTE COSTA,https://costasalmanleiloes.com.br/,leilao_pro,high,meta_author=Leilão Pro,static
,LUAN DE LIMA BIANCHI,https://bianchileiloes.com.br/,leilao_pro,high,meta_author=Leilão Pro,static
,EDUARDO FRONZA DE FARIAS,https://elevaleiloes.com.br/,leilao_pro,high,meta_author=Leilão Pro,static
,Victor Hugo Pires Melo,https://leiloespb.com.br/,suporte_leiloes,high,link:suporteleiloes.com.br,static
,Edeylson Peixoto Fidelis,https://www.fidelisleiloes.com.br/,leiloes_judiciais_br,high,leiloesjudiciaisbrasil/cesvibrasil,static
